Council/Agency,Region,Site name,Estuary name,Latitude,Longitude,Date sampled ,Indicator,Units,Indicator value
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2019,Macrofauna,N/A,4.89
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2018,Arsenic,mg/kg,10.2
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2018,Copper,mg/kg,19.1
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2018,Lead,mg/kg,27.2
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2018,Mercury,mg/kg,0.17
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2018,Zinc,mg/kg,121
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2018,Mud_content,%,81.5
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2018,Macrofauna,N/A,4.79
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2017,Mud_content,%,65.7
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2017,Macrofauna,N/A,4.6
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2016,Arsenic,mg/kg,8.6
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2016,Copper,mg/kg,16.5
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2016,Lead,mg/kg,30.3
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2016,Mercury,mg/kg,0.2
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2016,Zinc,mg/kg,109
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2016,Mud_content,%,58.2
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2016,Macrofauna,N/A,4.82
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2015,Mud_content,%,62.7
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2015,Macrofauna,N/A,5.06
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2014,Mud_content,%,71.8
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2014,Macrofauna,N/A,4.93
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2013,Mud_content,%,65.4
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2013,Macrofauna,N/A,4.87
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2012,Mud_content,%,72.8
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2012,Macrofauna,N/A,4.83
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2011,Mud_content,%,75.3
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2011,Macrofauna,N/A,5.03
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2010,Mud_content,%,67.7
Auckland Council,Auckland,Opposite Hobsonville,Waitematā Harbour (Upper),-36.79047257,174.6790129,1/01/2010,Macrofauna,N/A,4.89
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2021,Mud_content,%,16.4
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2021,Macrofauna,N/A,3.84
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2020,Arsenic,mg/kg,9.4
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2020,Copper,mg/kg,16.9
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2020,Lead,mg/kg,13.1
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2020,Mercury,mg/kg,0.07
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2020,Zinc,mg/kg,55
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2020,Mud_content,%,24.3
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2020,Macrofauna,N/A,4.49
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2019,Mud_content,%,16.2
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2019,Macrofauna,N/A,4.24
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2018,Arsenic,mg/kg,12.2
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2018,Copper,mg/kg,11.4
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2018,Lead,mg/kg,15.9
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2018,Mercury,mg/kg,0.15
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2018,Zinc,mg/kg,68
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2018,Mud_content,%,23.9
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2018,Macrofauna,N/A,3.86
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2017,Mud_content,%,15.7
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2017,Macrofauna,N/A,3.66
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2016,Arsenic,mg/kg,11.4
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2016,Copper,mg/kg,9.7
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2016,Lead,mg/kg,14.9
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2016,Mercury,mg/kg,0.1
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2016,Zinc,mg/kg,52
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2016,Mud_content,%,14.1
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2016,Macrofauna,N/A,3.74
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2015,Mud_content,%,21.5
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2015,Macrofauna,N/A,3.91
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2014,Mud_content,%,17.8
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2014,Macrofauna,N/A,3.79
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2013,Arsenic,mg/kg,11.6
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2013,Copper,mg/kg,11.2
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2013,Lead,mg/kg,16.6
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2013,Mercury,mg/kg,0.13
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2013,Zinc,mg/kg,62
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2013,Mud_content,%,16.6
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2013,Macrofauna,N/A,4.43
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2012,Mud_content,%,15.8
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2012,Macrofauna,N/A,4.26
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2011,Copper,mg/kg,9.1
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2011,Lead,mg/kg,13.1
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2011,Zinc,mg/kg,47
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2011,Mud_content,%,15.7
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2011,Macrofauna,N/A,4.62
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2010,Mud_content,%,17.2
Auckland Council,Auckland,Outer Main Channel,Waitematā Harbour (Upper),-36.77871548,174.665142,1/01/2010,Macrofauna,N/A,4.39
Auckland Council,Auckland,Lucas Creek,Waitematā Harbour (Upper),-36.76888874,174.6620501,1/01/2022,Mud_content,%,36.8
Auckland Council,Auckland,Lucas Upper,Waitematā Harbour (Upper),-36.75129521,174.6767361,1/01/2022,Mud_content,%,58.4
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2022,Arsenic,mg/kg,11.8
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2022,Copper,mg/kg,21.8
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2022,Lead,mg/kg,22.7
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2022,Mercury,mg/kg,0.14
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2022,Zinc,mg/kg,101
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2020,Arsenic,mg/kg,12.6
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2020,Copper,mg/kg,23
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2020,Lead,mg/kg,24.5
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2020,Mercury,mg/kg,0.14
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2020,Zinc,mg/kg,107
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2020,Mud_content,%,95.6
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2020,Macrofauna,N/A,5.15
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2018,Arsenic,mg/kg,11.6
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2018,Copper,mg/kg,21
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2018,Lead,mg/kg,22.7
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2018,Mercury,mg/kg,0.14
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2018,Zinc,mg/kg,108
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2018,Mud_content,%,95
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2018,Macrofauna,N/A,4.68
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2016,Arsenic,mg/kg,10.7
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2016,Copper,mg/kg,21
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2016,Lead,mg/kg,26.3
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2016,Mercury,mg/kg,0.16
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2016,Zinc,mg/kg,93
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2016,Mud_content,%,96.5
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2016,Macrofauna,N/A,4.85
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2013,Arsenic,mg/kg,10.5
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2013,Copper,mg/kg,21.3
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2013,Lead,mg/kg,24.7
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2013,Mercury,mg/kg,0.15
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2013,Zinc,mg/kg,94
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2013,Mud_content,%,95
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2013,Macrofauna,N/A,5.61
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2011,Copper,mg/kg,21.4
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2011,Lead,mg/kg,23.5
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2011,Zinc,mg/kg,93
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2011,Mud_content,%,93.8
Auckland Council,Auckland,Paremoremo,Waitematā Harbour (Upper),-36.75912313,174.6343486,1/01/2011,Macrofauna,N/A,5.52
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2022,Arsenic,mg/kg,10.7
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2022,Copper,mg/kg,24.3
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2022,Lead,mg/kg,23.6
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2022,Mercury,mg/kg,0.14
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2022,Zinc,mg/kg,113
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2021,Mud_content,%,92.2
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2021,Macrofauna,N/A,4.81
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2020,Arsenic,mg/kg,10.8
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2020,Copper,mg/kg,23.2
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2020,Lead,mg/kg,24.2
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2020,Mercury,mg/kg,0.14
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2020,Zinc,mg/kg,112
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2020,Macrofauna,N/A,5.39
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2019,Mud_content,%,97.2
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2019,Macrofauna,N/A,5.22
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2018,Arsenic,mg/kg,12.5
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2018,Copper,mg/kg,22.7
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2018,Lead,mg/kg,23.8
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2018,Mercury,mg/kg,0.14
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2018,Zinc,mg/kg,119
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2018,Mud_content,%,97.4
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2018,Macrofauna,N/A,4.71
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2017,Mud_content,%,97.5
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2017,Macrofauna,N/A,5.01
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2016,Arsenic,mg/kg,12.1
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2016,Copper,mg/kg,23.2
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2016,Lead,mg/kg,27.4
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2016,Mercury,mg/kg,0.17
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2016,Zinc,mg/kg,103
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2016,Mud_content,%,99
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2016,Macrofauna,N/A,4.39
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2015,Mud_content,%,95.4
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2015,Macrofauna,N/A,4.95
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2014,Mud_content,%,95.3
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2014,Macrofauna,N/A,5.2
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2013,Arsenic,mg/kg,10.7
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2013,Copper,mg/kg,23
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2013,Lead,mg/kg,24.3
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2013,Mercury,mg/kg,0.15
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2013,Zinc,mg/kg,105
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2013,Mud_content,%,95.7
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2013,Macrofauna,N/A,5.26
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2012,Mud_content,%,96.3
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2012,Macrofauna,N/A,5.32
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2011,Copper,mg/kg,23.5
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2011,Lead,mg/kg,26
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2011,Zinc,mg/kg,106
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2011,Mud_content,%,96.2
Auckland Council,Auckland,Rangitopuni Creek,Waitematā Harbour (Upper),-36.76428456,174.6021369,1/01/2011,Macrofauna,N/A,5.29
